EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Total Training Cost,Seniority_Years,Normalized_Training_Cost,Gender_Male 
1097,Nilson,Fernandes,2023-07-17,2023-08-03 00:00:00,Production Technician I,Jeffrey Saunders,Nilson.Fernandes@Bilearner.Com,Svg,Active,Contract,Zone B,Part-Time,Involuntary,Blue Star Hospital Work.,Production,Field Operations,1999-08-02,Ma,Technician,2132,Hispanic,Divorced,Fully Meets,3.0,31-10-2022,1,2,5,609.5,2.839151266255989,0.5661106974986942,True
1098,Alain,Robinson,2019-05-03,2023-06-02 00:00:00,Production Technician I,Stephanie Griffin,Alain.Robinson@Bilearner.Com,Pl,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Meet Fight Night. Image Room Nation.,Production,General - Eng,1993-01-10,Ma,Engineer,1420,Asian,Widowed,Fully Meets,3.0,28-12-2022,2,2,2,666.67,7.044490075290897,0.6296378607225006,True
1099,Seffi,Shields,2022-03-25,2022-04-22 00:00:00,Production Technician I,Robert Sullivan,Seffi.Shields@Bilearner.Com,Svg,Active,Part-Time,Zone A,Part-Time,Retirement,Person Say Might Throw War Scientist.,Production,Field Operations,1971-12-24,Ma,Laborer,2149,Other,Single,Fully Meets,3.0,04-08-2023,1,5,5,797.05,4.1505817932922655,0.7745157956729968,False
1100,Horia,Ndzi,2020-04-07,Desconocido,Production Technician I,Charles Delacruz,Horia.Ndzi@Bilearner.Com,Ew,Active,Full-Time,Zone C,Temporary,Unk,Nan,Production,Field Operations,1964-05-10,Ma,Laborer,2421,White,Divorced,Fully Meets,3.0,10-09-2022,1,4,5,518.56,6.113620807665982,0.4650583934306,True
1101,Evelyn,Girifalco,2021-03-10,Desconocido,Production Technician I,John Alvarez,Evelyn.Girifalco@Bilearner.Com,Tns,Active,Full-Time,Zone A,Part-Time,Unk,Nan,Production,Engineers,1944-03-19,Ma,Engineer,2451,White,Widowed,Fully Meets,3.0,21-03-2023,1,1,3,426.82,5.190965092402464,0.3631171313324369,False
1102,Ermine,Pelletier,2019-08-04,Desconocido,Production Technician Ii,Margaret Lee,Ermine.Pelletier@Bilearner.Com,Ew,Active,Part-Time,Zone A,Part-Time,Unk,Nan,Production,General - Con,1953-09-19,Ma,Groundman,2472,Black,Single,Fully Meets,3.0,02-03-2023,5,1,4,150.04,6.789869952087611,0.05555987687931282,False
1103,Samuel,Maclennan,2021-04-11,2023-05-27 00:00:00,Production Technician I,Chad Moreno,Samuel.Maclennan@Bilearner.Com,Bpc,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Garden Sit Drive Assume Large Seat.,Production,Splicing,1957-04-02,Ma,Splicer,1938,Asian,Widowed,Fully Meets,3.0,06-11-2022,5,3,1,308.21,5.103353867214237,0.23131799139933099,True
1104,Sean,Bernstein,2019-06-16,Desconocido,Production Technician I,Matthew West,Sean.Bernstein@Bilearner.Com,Pyz,Active,Part-Time,Zone C,Temporary,Unk,Nan,Production,General - Eng,1995-09-14,Ma,Supervisor,2072,Asian,Divorced,Fully Meets,3.0,21-12-2022,1,4,2,766.77,6.924024640657084,0.7408687342348849,True
1105,Shakira,Perry,2020-10-08,2022-12-04 00:00:00,Production Technician I,Mark Jacobs,Shakira.Perry@Bilearner.Com,Pl,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Others Suggest Generation Budget Large West Real.,Production,General - Con,1948-10-11,Ma,Technician,2176,Hispanic,Single,Fully Meets,3.0,15-02-2023,1,4,1,172.19,5.6098562628336754,0.0801729023368484,False
1106,Michael J,Fitzpatrick,2021-08-18,Desconocido,Production Technician Ii,Isaac Long,Michael J.Fitzpatrick@Bilearner.Com,Bpc,Active,Full-Time,Zone B,Temporary,Unk,Nan,Production,Aerial,1995-01-01,Ma,Lineman,2143,Other,Single,Fully Meets,3.0,31-01-2023,2,3,3,742.55,4.7501711156741955,0.7139555298745457,True
1107,Cybil,Trzeciak,2020-03-16,Desconocido,Production Technician Ii,Amanda Marshall,Cybil.Trzeciak@Bilearner.Com,Bpc,Active,Contract,Zone A,Part-Time,Unk,Nan,Production,Wireline Construction,1992-02-09,Ma,Laborer,1778,Other,Single,Fully Meets,3.0,18-10-2022,4,5,1,231.28,6.1738535249828885,0.14583356483282034,False
1108,Barry,Wilber,2019-01-24,Desconocido,Production Technician I,Danielle Jones,Barry.Wilber@Bilearner.Com,Tns,Active,Full-Time,Zone A,Full-Time,Unk,Nan,Production,General - Con,1969-04-18,Ma,Flagger,2324,White,Married,Fully Meets,3.0,24-07-2023,4,5,3,124.54,7.315537303216975,0.02722433967086329,True
1109,Enola,Chivukula,2022-06-11,2022-09-25 00:00:00,Production Technician I,Timothy Moore,Enola.Chivukula@Bilearner.Com,Ew,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Large Although Outside Technology Office.,Production,Field Operations,1981-10-01,Ma,Laborer,1775,White,Divorced,Fully Meets,3.0,16-10-2022,4,5,4,898.37,3.9370294318959616,0.8871023301812363,False
1110,Joelle,Burke,2022-07-02,Desconocido,Production Technician Ii,Joshua Vasquez,Joelle.Burke@Bilearner.Com,Nel,Active,Full-Time,Zone B,Temporary,Unk,Nan,Production,General - Con,1987-05-05,Ma,Foreman,2148,Asian,Single,Fully Meets,3.0,23-02-2023,1,1,4,764.36,3.8795345653661877,0.7381907481693021,False
1111,Alexandra,Kirill,2019-09-08,2020-08-29 00:00:00,Production Technician I,Mark Hernandez,Alexandra.Kirill@Bilearner.Com,Bpc,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Gun Fly Subject Those. Must Member Financial.,Production,Splicing,1952-05-31,Ma,Splicer,2127,White,Widowed,Fully Meets,3.0,11-05-2023,4,1,1,786.57,6.694045174537988,0.7628704454790929,False
1112,Celeste,Johnson,2022-07-10,Desconocido,Production Technician I,Kristi Andrews,Celeste.Johnson@Bilearner.Com,Msc,Active,Full-Time,Zone A,Part-Time,Unk,Nan,Production,Engineers,1975-07-15,Ma,Project Manager,84262,White,Single,Fully Meets,3.0,06-07-2023,4,1,1,668.05,3.8576317590691307,0.6311713133243696,False
1113,Nathalia,Hendrix,2022-04-24,Desconocido,Production Technician I,Kenneth Carter,Nathalia.Hendrix@Bilearner.Com,Nel,Active,Contract,Zone B,Part-Time,Unk,Nan,Production,General - Con,1976-09-03,Ma,Lineman,31490,Asian,Divorced,Fully Meets,3.0,09-04-2023,3,3,5,956.92,4.068446269678303,0.9521629460069115,False
1114,Justus,Bowen,2020-03-31,Desconocido,Production Technician I,John Smith,Justus.Bowen@Bilearner.Com,Pl,Active,Full-Time,Zone C,Part-Time,Unk,Nan,Production,General - Con,1960-12-31,Ma,Laborer,59522,Hispanic,Widowed,Fully Meets,3.0,03-03-2023,1,3,3,912.27,6.132785763175907,0.9025479759536852,False
1115,Marcus,Bender,2019-03-23,Desconocido,Production Technician I,Bradley Butler,Marcus.Bender@Bilearner.Com,Pyz,Active,Contract,Zone A,Part-Time,Unk,Nan,Production,Field Operations,1997-02-19,Ma,Technician,63452,Black,Widowed,Fully Meets,3.0,11-03-2023,4,1,3,881.71,7.156741957563312,0.8685897792050493,True
1116,Ryker,Logan,2019-03-09,2023-07-12 00:00:00,Production Technician I,Ryan Jenkins,Ryker.Logan@Bilearner.Com,Svg,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Maintain Program Process Present Knowledge Pm.,Production,Field Operations,1984-08-10,Ma,Clerk,50055,White,Divorced,Fully Meets,3.0,16-12-2022,3,4,4,557.68,7.195071868583162,0.5085284411009744,True
1117,Payten,Middleton,2019-02-21,2019-03-06 00:00:00,Production Technician I,Dennis Martinez,Payten.Middleton@Bilearner.Com,Tns,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Place Impact Which Although.,Production,General - Con,1997-08-23,Ma,Technician,6139,Other,Divorced,Fully Meets,3.0,29-07-2023,4,5,1,271.68,7.238877481177276,0.19072594535130508,True
1118,Harrison,Hunt,2019-10-04,2022-11-26 00:00:00,Production Technician I,Stephen Parks,Harrison.Hunt@Bilearner.Com,Wbl,Active,Full-Time,Zone B,Temporary,Retirement,Power Picture Early Anyone.,Production,Engineers,1976-02-29,Ma,Project Manager,44761,Asian,Divorced,Fully Meets,3.0,22-02-2023,1,5,3,299.68,6.622861054072553,0.22183947640372026,True
1119,Orlando,Henderson,2019-11-24,2020-12-20 00:00:00,Production Technician I,Brenda Garza Dds,Orlando.Henderson@Bilearner.Com,Bpc,Active,Part-Time,Zone C,Part-Time,Involuntary,City Mouth Training Radio Mrs.,Production,Field Operations,1994-12-31,Ma,Laborer,49105,White,Single,Fully Meets,3.0,16-04-2023,4,4,5,440.28,6.483230663928816,0.3780738501883479,False
1120,Darian,Potts,2020-08-17,Desconocido,Production Technician I,Ms. Diane Bradshaw Dvm,Darian.Potts@Bilearner.Com,Ccdr,Active,Part-Time,Zone B,Temporary,Unk,Nan,Production,People Services,1968-09-20,Ma,Administration,24637,Black,Divorced,Fully Meets,3.0,05-06-2023,3,3,4,553.83,5.752224503764545,0.5042503305812674,False
1121,Isabela,Collins,2021-03-16,Desconocido,Production Manager,Alyssa Gill,Isabela.Collins@Bilearner.Com,Ew,Active,Part-Time,Zone C,Full-Time,Unk,Nan,Production,Aerial,1981-05-29,Ma,Lineman,87582,Hispanic,Widowed,Fully Meets,3.0,21-01-2023,1,1,4,428.9,5.174537987679671,0.36542842221061633,False
1122,Sierra,Macias,2021-11-16,2022-08-26 00:00:00,Production Manager,Miss Haley Duke Dvm,Sierra.Macias@Bilearner.Com,Msc,Active,Contract,Zone C,Part-Time,Retirement,Food Ball Huge Out Simply According.,Production,General - Con,1975-11-13,Ma,Technician,35632,White,Married,Fully Meets,3.0,04-12-2022,2,1,2,444.4,4.503764544832307,0.3826519840432033,False
1123,Giuliana,Farmer,2022-05-03,Desconocido,Production Manager,Barbara Gardner,Giuliana.Farmer@Bilearner.Com,Nel,Active,Full-Time,Zone B,Full-Time,Unk,Nan,Production,Field Operations,1965-11-06,Ma,Lineman,38475,Other,Married,Fully Meets,3.0,10-06-2023,2,3,1,254.38,4.043805612594114,0.17150222795106282,False
1124,Pierce,Robbins,2019-12-24,2022-11-11 00:00:00,Production Manager,Monique Hudson Dds,Pierce.Robbins@Bilearner.Com,Pl,Active,Full-Time,Zone A,Full-Time,Involuntary,Strategy Fear Tough Wife Here Now.,Production,Engineers,1986-06-17,Ma,Technician,80817,Other,Married,Fully Meets,3.0,27-02-2023,3,2,3,256.21,6.401095140314853,0.17353571944484567,False
1125,Lamont,Bridges,2021-10-21,Desconocido,Production Technician Ii,Angela Peterson,Lamont.Bridges@Bilearner.Com,Wbl,Active,Contract,Zone B,Part-Time,Unk,Nan,Production,Aerial,1991-05-05,Ma,Lineman,10511,Hispanic,Married,Fully Meets,3.0,17-03-2023,4,3,4,756.19,4.574948665297741,0.7291122642872224,True
1126,Gretchen,Richard,2018-09-08,2020-03-06 00:00:00,Production Technician Ii,Tony Pratt,Gretchen.Richard@Bilearner.Com,Nel,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Feeling Usually West Peace Money Political The.,Production,Engineers,1959-10-27,Ma,Engineer,6305,White,Divorced,Fully Meets,3.0,23-04-2023,3,3,2,500.45,7.693360711841205,0.44493460602491297,True
1127,Axel,Hart,2019-02-26,Desconocido,Production Technician Ii,Keith Lyons,Axel.Hart@Bilearner.Com,Pl,Active,Full-Time,Zone A,Full-Time,Unk,Nan,Production,General - Con,2001-03-28,Ma,Technician,33576,White,Married,Fully Meets,3.0,27-01-2023,5,1,3,500.83,7.225188227241615,0.44535686108919575,True
1128,Emma,Escobar,2023-04-21,Desconocido,Production Technician Ii,Kevin Calderon,Emma.Escobar@Bilearner.Com,Bpc,Active,Part-Time,Zone B,Part-Time,Unk,Nan,Production,General - Con,1957-06-20,Ma,Technician,12707,Hispanic,Married,Fully Meets,3.0,18-02-2023,4,2,4,773.8,3.077344284736482,0.7486804529241162,False
1129,Maximilian,Craig,2019-09-19,2021-10-23 00:00:00,Production Technician Ii,Laura Reid,Maximilian.Craig@Bilearner.Com,Ccdr,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Resignation,Mission Media Writer Cell.,Production,Field Operations,1956-05-17,Ma,Tower Hand,73131,Other,Married,Fully Meets,3.0,31-10-2022,1,1,1,768.06,6.663928815879535,0.7423021790583711,False
1130,Erik,Padilla,2020-12-23,Desconocido,Production Technician I,Stacey Fowler,Erik.Padilla@Bilearner.Com,Svg,Active,Contract,Zone A,Part-Time,Unk,Nan,Production,Technology / It,1997-02-17,Ma,Intern,37659,Hispanic,Divorced,Fully Meets,3.0,07-05-2023,1,5,4,777.7,5.401779603011636,0.7530141233207027,False
1131,Gilbert,Duffy,2019-03-29,Desconocido,Production Technician I,Stephen Hebert,Gilbert.Duffy@Bilearner.Com,Ew,Active,Part-Time,Zone B,Part-Time,Unk,Nan,Production,Splicing,1995-03-22,Ma,Operator,48502,Black,Single,Fully Meets,3.0,11-05-2023,4,4,4,943.05,7.14031485284052,0.9367506361605902,False
1132,Raymond,Ayers,2021-05-15,2023-05-03 00:00:00,Production Technician I,James Burgess,Raymond.Ayers@Bilearner.Com,Nel,Voluntarily Terminated,Contract,Zone B,Full-Time,Involuntary,Note Claim Hundred Central Bad.,Production,Aerial,1963-11-04,Ma,Laborer,88428,Hispanic,Widowed,Fully Meets,3.0,15-07-2023,1,5,5,475.91,5.0102669404517455,0.4176658184525463,False
1133,Vincent,Wyatt,2022-03-14,2022-10-02 00:00:00,Production Technician I,Jordan Robinson,Vincent.Wyatt@Bilearner.Com,Pl,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Field Year Certainly Data Sense Table Yes.,Production,Aerial,1949-11-20,Ma,Engineer,95347,Hispanic,Married,Fully Meets,3.0,15-06-2023,1,2,4,107.14,4.180698151950718,0.007889502516862415,False
1134,Micah,Stanley,2021-12-06,2022-01-08 00:00:00,Production Technician I,Matthew Baker,Micah.Stanley@Bilearner.Com,Bpc,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,For Majority Down.,Production,General - Con,1996-09-07,Ma,Technician,80920,Asian,Single,Fully Meets,3.0,29-12-2022,4,1,2,271.49,4.4490075290896645,0.19051481781916368,False
1135,Evan,Chen,2021-10-27,Desconocido,Production Technician I,Anita Dudley,Evan.Chen@Bilearner.Com,Ccdr,Active,Full-Time,Zone A,Temporary,Unk,Nan,Production,Engineers,1964-08-30,Ma,Principal,7440,Other,Widowed,Fully Meets,3.0,23-02-2023,5,4,4,524.23,4.558521560574949,0.4713588834687142,True
1136,Serenity,Thornton,2023-04-01,Desconocido,Production Technician I,Marilyn Cook,Serenity.Thornton@Bilearner.Com,Svg,Active,Full-Time,Zone A,Temporary,Unk,Nan,Production,Field Operations,1946-03-27,Ma,Driver,84202,Other,Divorced,Fully Meets,3.0,09-04-2023,2,5,2,535.88,3.132101300479124,0.48430433478159407,True
1137,Talan,Rivas,2019-05-29,Desconocido,Production Technician I,Brian Hamilton,Talan.Rivas@Bilearner.Com,Ew,Active,Full-Time,Zone C,Part-Time,Unk,Nan,Production,Field Operations,1954-02-28,Ma,Laborer,3187,Black,Single,Fully Meets,3.0,12-11-2022,3,3,5,270.92,6.973305954825462,0.18988143522273954,True
1138,Calvin,Braun,2019-07-12,2022-07-12 00:00:00,Production Technician I,David Park,Calvin.Braun@Bilearner.Com,Msc,Active,Full-Time,Zone B,Temporary,Involuntary,It Stay Center Free Vote.,Production,General - Eng,1983-08-02,Ma,Coordinator,2766,Black,Divorced,Fully Meets,3.0,19-10-2022,4,5,1,155.14,6.852840520191649,0.061226984321002716,True
1139,Cale,Bender,2018-08-10,2022-02-21 00:00:00,Production Technician I,Victoria Campbell,Cale.Bender@Bilearner.Com,Tns,Active,Contract,Zone A,Temporary,Involuntary,Most Could Result Else Think This Window.,Production,Splicing,1953-04-11,Ma,Technician,75014,Hispanic,Married,Fully Meets,3.0,27-08-2022,2,4,2,930.06,7.772758384668036,0.9223161801473447,True
1140,Kirsten,Vance,2021-09-29,Desconocido,Production Technician I,Anthony Steele,Kirsten.Vance@Bilearner.Com,Pyz,Active,Part-Time,Zone C,Full-Time,Unk,Nan,Production,Engineers,1988-08-11,Ma,Engineer,53486,Black,Single,Fully Meets,3.0,04-05-2023,5,3,2,949.81,4.635181382614648,0.9442623315146733,False
1141,Cade,Cox,2021-08-05,Desconocido,Production Technician I,Terry Henson,Cade.Cox@Bilearner.Com,Wbl,Active,Contract,Zone A,Full-Time,Unk,Nan,Production,Field Operations,1941-08-14,Ma,Locator,73898,Black,Divorced,Fully Meets,3.0,26-12-2022,5,5,2,635.31,4.785763175906913,0.5947907059437956,False
1142,Ibrahim,Wolfe,2023-08-02,Desconocido,Production Manager,Katie Lucas,Ibrahim.Wolfe@Bilearner.Com,Nel,Active,Full-Time,Zone B,Temporary,Unk,Nan,Production,Project Management - Con,1992-11-10,Ma,Coordinator,89723,Asian,Married,Fully Meets,3.0,21-06-2023,4,4,4,675.04,2.7953456536618755,0.6389385841120976,False
1143,Elianna,Schmitt,2018-09-02,2021-07-28 00:00:00,Production Manager,Margaret Gamble,Elianna.Schmitt@Bilearner.Com,Pl,Active,Contract,Zone A,Full-Time,Resignation,Year Total Care Thousand What Each.,Production,Field Operations,1942-06-20,Ma,Lineman,46695,Hispanic,Widowed,Fully Meets,3.0,13-12-2022,2,4,2,563.38,7.709787816563997,0.5148622670652161,False
1144,Colby,Wolfe,2019-10-13,Desconocido,Production Manager,Heidi Wang,Colby.Wolfe@Bilearner.Com,Bpc,Active,Part-Time,Zone B,Part-Time,Unk,Nan,Production,Wireline Construction,1963-04-16,Ma,Project Manager,12711,Asian,Single,Fully Meets,3.0,03-11-2022,5,3,2,750.25,6.598220396988364,0.7225117509139599,False
1145,Autumn,Barrera,2020-09-24,Desconocido,Production Technician Ii,David Moore,Autumn.Barrera@Bilearner.Com,Tns,Active,Contract,Zone B,Full-Time,Unk,Nan,Production,Shop (Fleet),1948-03-04,Ma,Shop,66792,Hispanic,Married,Fully Meets,3.0,24-10-2022,3,3,4,401.53,5.648186173853525,0.33501494560688044,True
1146,Emmalee,Cervantes,2023-08-06,Desconocido,Production Technician Ii,Richard Harvey,Emmalee.Cervantes@Bilearner.Com,Svg,Active,Contract,Zone C,Part-Time,Unk,Nan,Production,Field Operations,1963-11-10,Ma,Groundman,81317,Hispanic,Divorced,Fully Meets,3.0,21-09-2022,3,2,2,894.88,2.784394250513347,0.8832242507750603,True
1147,Ernest,Willis,2019-06-11,2022-02-27 00:00:00,Production Technician Ii,Lisa Shaw,Ernest.Willis@Bilearner.Com,Pyz,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,By Small Force Myself Team Industry.,Production,General - Con,1943-09-30,Ma,Lineman,50894,Black,Single,Fully Meets,3.0,19-03-2023,1,3,5,247.58,6.937713894592744,0.16394608469547634,False
1148,Jaxon,Anderson,2019-02-14,Desconocido,Production Technician Ii,Christopher Adams,Jaxon.Anderson@Bilearner.Com,Pl,Active,Part-Time,Zone A,Temporary,Unk,Nan,Production,Wireline Construction,1943-06-22,Ma,Project Manager,22415,Black,Married,Fully Meets,3.0,02-04-2023,4,1,3,529.0,7.258042436687201,0.47665929572300064,False
1149,Precious,Caldwell,2022-03-17,Desconocido,Production Technician Ii,Brittany Brown,Precious.Caldwell@Bilearner.Com,Nel,Active,Part-Time,Zone C,Temporary,Unk,Nan,Production,Field Operations,1941-09-17,Ma,Locator,5855,Asian,Married,Fully Meets,3.0,03-11-2022,3,2,5,483.99,4.172484599589322,0.4266442945562432,False
1150,Yahir,Serrano,2020-08-05,Desconocido,Production Technician I,Riley Schultz,Yahir.Serrano@Bilearner.Com,Msc,Active,Part-Time,Zone A,Full-Time,Unk,Nan,Production,Aerial,1981-04-03,Ma,Lineman,64124,White,Single,Fully Meets,3.0,28-12-2022,3,4,4,797.35,5.7850787132101305,0.7748491549342726,False
1151,Krystal,Peterson,2022-08-23,Desconocido,Production Technician I,Bradley Mitchell,Krystal.Peterson@Bilearner.Com,Ew,Active,Part-Time,Zone A,Part-Time,Unk,Nan,Production,Field Operations,1978-06-29,Ma,Laborer,2497,Asian,Widowed,Fully Meets,3.0,12-12-2022,5,3,1,707.59,3.7371663244353184,0.6751080639605302,True
1152,Jadyn,Haley,2023-01-12,Desconocido,Production Technician I,Misty Mcknight,Jadyn.Haley@Bilearner.Com,Ccdr,Active,Full-Time,Zone A,Full-Time,Unk,Nan,Production,Engineers,1963-10-02,Ma,Engineer,36242,Other,Divorced,Fully Meets,3.0,14-12-2022,1,1,5,564.48,3.34839151266256,0.516084584356561,False
1153,Davis,Roberts,2020-04-14,2021-09-10 00:00:00,Production Technician I,Brian Hudson,Davis.Roberts@Bilearner.Com,Ew,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Ok Though Floor Sense Want Future.,Production,Field Operations,1941-10-20,Ma,Laborer,87428,Asian,Divorced,Fully Meets,3.0,28-02-2023,3,4,2,555.35,6.094455852156058,0.5059393508383985,False
1154,Meadow,Avery,2021-09-27,2023-02-05 00:00:00,Production Technician I,Andrew Perez,Meadow.Avery@Bilearner.Com,Msc,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Leader Above Room Hand Collection Imagine.,Production,Field Operations,1987-11-01,Ma,Laborer,76772,White,Married,Fully Meets,3.0,09-06-2023,1,3,2,338.48,4.640657084188912,0.26495394086206703,False
1155,Allyson,Owen,2018-11-17,2020-03-12 00:00:00,Production Technician I,Kimberly Marshall,Allyson.Owen@Bilearner.Com,Nel,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Provide Machine Statement Now.,Production,Finance & Accounting,1951-11-06,Ma,Clerk,21218,Other,Married,Fully Meets,3.0,25-08-2022,2,3,1,339.01,7.501711156741957,0.2655428755569877,False
1156,Francisco,Simon,2019-07-22,2023-02-28 00:00:00,Production Technician I,Ashley Washington,Francisco.Simon@Bilearner.Com,Pl,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Science Available Hard.,Production,Billable Consultants,1980-04-20,Ma,Project Manager,94316,Hispanic,Married,Fully Meets,3.0,12-05-2023,1,5,2,939.49,6.825462012320329,0.9327947729267831,True
1157,Trent,Christian,2019-02-10,Desconocido,Production Technician I,Kristen Chan,Trent.Christian@Bilearner.Com,Pyz,Active,Part-Time,Zone A,Temporary,Unk,Nan,Production,Wireline Construction,1996-03-18,Ma,Manager,39746,Hispanic,Married,Fully Meets,3.0,06-06-2023,1,4,2,276.47,7.268993839835729,0.19604858155634328,True
1158,Chaya,Boyd,2018-11-22,2020-07-19 00:00:00,Production Technician I,Sean Ellis,Chaya.Boyd@Bilearner.Com,Svg,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Himself Final Success These Or Card Strategy.,Production,Field Operations,1958-07-04,Ma,Technician,96001,Asian,Widowed,Fully Meets,3.0,17-03-2023,2,4,4,154.71,7.488021902806297,0.06074916937984065,True
1159,Nehemiah,Rivas,2023-04-23,Desconocido,Production Technician I,Jennifer Cox,Nehemiah.Rivas@Bilearner.Com,Tns,Active,Part-Time,Zone A,Temporary,Unk,Nan,Production,Splicing,1979-06-03,Ma,Splicer,62733,Other,Divorced,Fully Meets,3.0,18-02-2023,1,2,4,674.24,3.0718685831622174,0.6380496260820286,True
1160,Wyatt,Spence,2022-12-26,2023-05-23 00:00:00,Production Technician I,Kevin Coleman,Wyatt.Spence@Bilearner.Com,Wbl,Active,Part-Time,Zone B,Full-Time,Retirement,Help Economic Analysis Campaign Young Leg.,Production,General - Con,1976-09-10,Ma,Flagger,66418,Asian,Single,Fully Meets,3.0,20-08-2022,4,2,3,137.96,3.3949349760438055,0.042136610625270854,False
1161,Abram,Fisher,2020-06-14,Desconocido,Production Technician I,Brian Henderson,Abram.Fisher@Bilearner.Com,Pyz,Active,Contract,Zone B,Part-Time,Unk,Nan,Production,Yard (Material Handling),1954-08-30,Ma,Runner,78453,Other,Widowed,Fully Meets,3.0,09-04-2023,3,4,4,926.85,5.927446954141,0.9187492360516929,False
1162,Jayleen,Oconnell,2022-03-29,2023-05-20 00:00:00,Production Technician I,Alyssa Myers Dvm,Jayleen.Oconnell@Bilearner.Com,Wbl,Active,Full-Time,Zone C,Temporary,Resignation,For Law Simple Design Entire While.,Production,General - Con,1983-08-17,Ma,Laborer,85444,Asian,Widowed,Fully Meets,3.0,05-10-2022,3,3,2,846.55,4.139630390143737,0.8295200737835164,False
1163,Jordon,Meadows,2022-12-18,Desconocido,Production Manager,Julie Griffin,Jordon.Meadows@Bilearner.Com,Nel,Active,Contract,Zone A,Part-Time,Unk,Nan,Production,Project Management - Con,1996-02-07,Ma,Manager,93166,White,Divorced,Fully Meets,3.0,14-12-2022,1,2,3,734.77,3.4168377823408624,0.7053104130321247,False
1164,Justice,Pineda,2019-03-21,Desconocido,Production Manager,Curtis Fitzpatrick,Justice.Pineda@Bilearner.Com,Pl,Active,Part-Time,Zone A,Part-Time,Unk,Nan,Production,General - Sga,1950-10-25,Ma,Project Coordinator,12732,Other,Married,Fully Meets,3.0,23-10-2022,5,5,5,315.09,7.162217659137577,0.23896303045792444,False
1165,Isiah,Decker,2021-02-08,Desconocido,Production Manager,Elizabeth Garcia,Isiah.Decker@Bilearner.Com,Bpc,Active,Full-Time,Zone C,Full-Time,Unk,Nan,Production,Field Operations,1998-09-09,Ma,Laborer,48895,Other,Widowed,Fully Meets,3.0,09-01-2023,3,3,1,686.05,5.2731006160164275,0.6511728690009222,False
1166,Giada,Boone,2022-06-06,Desconocido,Production Technician Ii,Michelle Castillo,Giada.Boone@Bilearner.Com,Wbl,Active,Full-Time,Zone A,Temporary,Unk,Nan,Production,Field Operations,1965-01-13,Ma,Foreman,73043,Other,Married,Fully Meets,3.0,27-02-2023,2,1,4,942.51,3.9507186858316223,0.9361505894902936,True
1167,Camryn,Guerra,2021-11-01,Desconocido,Production Technician Ii,Caroline Grant,Camryn.Guerra@Bilearner.Com,Nel,Active,Contract,Zone B,Full-Time,Unk,Nan,Production,Field Operations,1955-09-01,Ma,Laborer,69064,Other,Single,Fully Meets,3.0,22-05-2023,2,3,4,782.82,4.544832306639288,0.7587034547131444,False
1168,Melody,Rollins,2023-01-19,Desconocido,Production Technician Ii,Mark Ellis,Melody.Rollins@Bilearner.Com,Pl,Active,Contract,Zone A,Full-Time,Unk,Nan,Production,Field Operations,1951-01-10,Ma,Assistant,85041,White,Married,Fully Meets,3.0,28-08-2022,2,2,2,370.64,3.3292265571526354,0.300690053670841,False
1169,Lucia,Cummings,2020-07-30,Desconocido,Production Technician Ii,Mrs. Danielle Dickerson Dds,Lucia.Cummings@Bilearner.Com,Bpc,Active,Contract,Zone B,Part-Time,Unk,Nan,Production,Field Operations,1960-09-15,Ma,Operator,66037,Asian,Single,Fully Meets,3.0,03-08-2023,1,3,2,487.66,5.801505817932923,0.4307223895191848,False
1170,Jaylen,Serrano,2023-07-16,Desconocido,Production Technician Ii,Stacy Ellis,Jaylen.Serrano@Bilearner.Com,Ccdr,Active,Part-Time,Zone C,Full-Time,Unk,Nan,Production,Underground,1951-07-18,Ma,Laborer,53112,Black,Single,Fully Meets,3.0,05-02-2023,1,5,4,179.85,2.841889117043121,0.08868467547475913,False
